,win,loss,76人,公牛,凯尔特人,勇士,国王,太阳,奇才,尼克斯,开拓者,快船,掘金,无主队,森林狼,步行者,活塞,湖人,火箭,灰熊,热火,爵士,独行侠,猛龙,篮网,老鹰,雄鹿,雷霆,马刺,骑士,魔术,鹈鹕,黄蜂
204,快船,魔术,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0
205,公牛,灰熊,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
206,猛龙,火箭,9.0,5.0,24.0,81.0,1.0,5.0,1.0,4.0,2.0,9.0,0.0,1547.0,3.0,0.0,2.0,57.0,310.0,0.0,11.0,2.0,16.0,14.0,1.0,0.0,1.0,32.0,28.0,80.0,0.0,1.0,4.0
207,雄鹿,尼克斯,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,奇才,鹈鹕,0.0,1.0,8.0,2.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,71.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0
209,爵士,灰熊,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
210,国王,魔术,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,活塞,公牛,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,84.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
212,步行者,老鹰,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,勇士,雷霆,5.0,2.0,6.0,99.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,1169.0,13.0,3.0,0.0,49.0,27.0,0.0,22.0,0.0,3.0,0.0,2.0,0.0,0.0,30.0,29.0,22.0,0.0,0.0,0.0
214,热火,76人,44.0,30.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,361.0,2.0,0.0,0.0,7.0,19.0,0.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0
215,雷霆,太阳,7.0,0.0,1.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,257.0,3.0,1.0,0.0,14.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,45.0,5.0,6.0,0.0,1.0,1.0
216,篮网,黄蜂,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,4.0
217,爵士,魔术,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
218,鹈鹕,国王,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
219,骑士,掘金,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,538.0,0.0,1.0,0.0,3.0,38.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,97.0,0.0,0.0,1.0
220,猛龙,活塞,0.0,1.0,2.0,11.0,2.0,18.0,10.0,2.0,0.0,8.0,0.0,191.0,0.0,0.0,0.0,7.0,21.0,3.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0
221,爵士, 步行者,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178.0,0.0,4.0,0.0,6.0,6.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,2.0
222,鹈鹕,快船,4.0,2.0,17.0,7.0,0.0,3.0,0.0,2.0,2.0,4.0,1.0,348.0,3.0,1.0,0.0,21.0,17.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,14.0,15.0,0.0,8.0,0.0
223,76人,黄蜂,33.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,238.0,1.0,9.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,13.0,5.0,15.0,0.0,2.0
224,奇才,热火,4.0,7.0,5.0,18.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,238.0,0.0,0.0,1.0,1.0,26.0,0.0,48.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,22.0,0.0,0.0,0.0
225,开拓者,尼克斯,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,109.0,0.0,0.0,0.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
226,勇士,篮网,1.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,248.0,2.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0
227,独行侠,掘金,6.0,0.0,10.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,405.0,0.0,0.0,0.0,8.0,42.0,2.0,2.0,13.0,50.0,0.0,0.0,0.0,1.0,2.0,22.0,8.0,0.0,1.0,0.0
228,猛龙,老鹰,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
229,猛龙,活塞,1.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,77.0,2.0,0.0,2.0,9.0,6.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0
230,马刺,灰熊,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,241.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,52.0,6.0,0.0,1.0,0.0
231,开拓者,湖人,2.0,1.0,14.0,20.0,0.0,0.0,1.0,1.0,17.0,1.0,1.0,707.0,3.0,0.0,0.0,168.0,23.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,14.0,31.0,1.0,7.0,2.0
232,步行者,雄鹿,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,71.0,1.0,5.0,0.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0
233,凯尔特人,公牛,0.0,1.0,37.0,16.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,82.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
234,骑士,活塞,1.0,4.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,514.0,1.0,0.0,0.0,13.0,17.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,11.0,103.0,1.0,0.0,0.0
235,国王,尼克斯,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0
236,热火,太阳,0.0,7.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
237,雄鹿,76人,12.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,296.0,2.0,1.0,2.0,17.0,6.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,6.0,20.0,0.0,1.0,0.0
238,凯尔特人,尼克斯,0.0,0.0,32.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,9.0
239,快船,篮网,3.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,212.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0
240,火箭,凯尔特人,4.0,4.0,52.0,101.0,3.0,1.0,0.0,5.0,2.0,7.0,0.0,1462.0,5.0,1.0,1.0,26.0,312.0,10.0,5.0,0.0,5.0,6.0,1.0,0.0,2.0,10.0,55.0,25.0,0.0,1.0,1.0
241,鹈鹕,独行侠,1.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,175.0,2.0,0.0,1.0,4.0,13.0,2.0,4.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,20.0,9.0,0.0,11.0,0.0
242,76人,快船,41.0,0.0,9.0,21.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,271.0,0.0,0.0,0.0,13.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
243,猛龙,黄蜂,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,15.0
244,掘金,骑士,1.0,0.0,13.0,27.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,552.0,0.0,0.0,0.0,29.0,38.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,62.0,1.0,0.0,1.0
245,老鹰,太阳,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
246,开拓者,雷霆,3.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,22.0,1.0,0.0,529.0,0.0,9.0,0.0,30.0,95.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,7.0,17.0,2.0,1.0,0.0
247,步行者,奇才,0.0,0.0,3.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,104.0,0.0,7.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0
248,湖人,马刺,2.0,1.0,3.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1113.0,1.0,1.0,0.0,314.0,24.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,0.0,46.0,66.0,5.0,0.0,0.0,0.0
249,爵士,国王,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,118.0,5.0,0.0,0.0,6.0,4.0,1.0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,爵士,森林狼,0.0,4.0,3.0,5.0,0.0,1.0,2.0,19.0,3.0,8.0,0.0,385.0,28.0,0.0,1.0,12.0,36.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0
251,魔术,灰熊,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
252,雷霆,太阳,0.0,1.0,7.0,0.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,529.0,0.0,10.0,0.0,11.0,113.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,22.0,15.0,0.0,0.0,1.0
253,火箭,爵士,3.0,1.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,807.0,3.0,0.0,0.0,7.0,236.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,30.0,0.0,0.0,0.0
254,勇士,老鹰,2.0,0.0,4.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,299.0,0.0,0.0,0.0,28.0,11.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,23.0,13.0,4.0,0.0,0.0,1.0
255,魔术,活塞,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,93.0,0.0,0.0,7.0,1.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0
256,快船,尼克斯,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,8.0,0.0,0.0,0.0
257,猛龙,奇才,1.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,114.0,0.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
258,步行者,雄鹿,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0
259,76人,黄蜂,82.0,0.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,290.0,1.0,0.0,0.0,5.0,23.0,0.0,7.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,12.0,2.0,0.0,0.0,19.0
260,掘金,灰熊,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
261,国王,篮网,0.0,0.0,2.0,23.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0
262,湖人,热火,1.0,3.0,2.0,27.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,504.0,1.0,0.0,1.0,132.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0
263,鹈鹕,马刺,22.0,1.0,15.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,688.0,2.0,0.0,0.0,17.0,19.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,18.0,1.0,91.0,9.0,1.0,11.0,0.0
264,76人,骑士,61.0,6.0,11.0,41.0,0.0,1.0,0.0,11.0,2.0,4.0,1.0,759.0,0.0,0.0,0.0,37.0,33.0,0.0,8.0,1.0,5.0,1.0,1.0,0.0,0.0,15.0,43.0,87.0,1.0,0.0,0.0
265,开拓者,森林狼,1.0,0.0,4.0,2.0,0.0,1.0,0.0,4.0,24.0,1.0,0.0,276.0,11.0,0.0,2.0,9.0,17.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,13.0,12.0,0.0,0.0,0.0
266,骑士,篮网,2.0,4.0,1.0,27.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,590.0,0.0,0.0,0.0,22.0,26.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,93.0,0.0,0.0,0.0
267,雷霆,魔术,1.0,1.0,3.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,274.0,2.0,0.0,0.0,5.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,4.0,0.0,0.0,1.0
268,火箭,快船,3.0,2.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,454.0,1.0,0.0,0.0,8.0,165.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,8.0,0.0,0.0,0.0
269,凯尔特人,黄蜂,0.0,2.0,90.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,220.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,49.0
270,雷霆,独行侠,7.0,2.0,5.0,14.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,471.0,1.0,0.0,0.0,13.0,22.0,2.0,1.0,0.0,36.0,0.0,1.0,0.0,0.0,22.0,33.0,7.0,0.0,0.0,0.0
271,太阳,灰熊,0.0,1.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,3.0,14.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0
272,老鹰,步行者,0.0,2.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
273,勇士,奇才,4.0,1.0,4.0,82.0,0.0,1.0,28.0,0.0,0.0,2.0,0.0,306.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0
274,猛龙,魔术,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
275,活塞,雄鹿,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,90.0,0.0,0.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
276,热火,76人,35.0,19.0,10.0,17.0,0.0,3.0,0.0,3.0,2.0,6.0,0.0,924.0,3.0,0.0,1.0,40.0,83.0,0.0,68.0,4.0,7.0,0.0,1.0,0.0,0.0,8.0,15.0,78.0,0.0,3.0,0.0
277,快船,掘金,2.0,0.0,12.0,9.0,0.0,1.0,0.0,0.0,2.0,28.0,14.0,284.0,1.0,0.0,9.0,24.0,44.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,7.0,7.0,14.0,10.0,0.0,1.0,1.0
278,开拓者,国王,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
279,奇才,雄鹿,3.0,2.0,0.0,1.0,0.0,4.0,15.0,1.0,1.0,1.0,0.0,91.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,0.0,1.0
280,黄蜂,公牛,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0
281,勇士,尼克斯,2.0,0.0,4.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,18.0,9.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0
282,鹈鹕,太阳,1.0,2.0,6.0,6.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0,253.0,2.0,0.0,1.0,15.0,13.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,11.0,0.0,5.0,4.0
283,湖人,老鹰,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,101.0,39.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
284,森林狼,国王,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,87.0,11.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
285,马刺,骑士,1.0,2.0,9.0,21.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,560.0,3.0,0.0,0.0,15.0,13.0,2.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,48.0,89.0,0.0,0.0,0.0
286,独行侠,步行者,3.0,0.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,184.0,3.0,3.0,0.0,22.0,7.0,1.0,5.0,0.0,13.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0
287,篮网,公牛,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288,火箭,掘金,1.0,4.0,6.0,44.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,579.0,2.0,1.0,0.0,7.0,174.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,10.0,0.0,1.0,0.0
289,鹈鹕,雄鹿,2.0,1.0,9.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,8.0,0.0
290,黄蜂,活塞,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,74.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0
291,奇才,76人,23.0,2.0,5.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,142.0,0.0,0.0,0.0,2.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0
292,开拓者,太阳,0.0,0.0,0.0,3.0,0.0,26.0,2.0,0.0,19.0,0.0,0.0,173.0,0.0,0.0,0.0,11.0,30.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0
293,勇士,快船,0.0,0.0,6.0,159.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,483.0,0.0,0.0,1.0,22.0,20.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,13.0,3.0,0.0,1.0,0.0
294,森林狼,公牛,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,2.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
295,湖人,国王,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,412.0,1.0,0.0,0.0,105.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0
296,雄鹿,猛龙,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,9.0,2.0,13.0,1.0,1.0,0.0,0.0
297,骑士,雷霆,24.0,7.0,9.0,11.0,1.0,7.0,2.0,21.0,40.0,4.0,1.0,1982.0,1.0,1.0,0.0,89.0,107.0,0.0,22.0,1.0,3.0,0.0,3.0,0.0,0.0,26.0,54.0,238.0,0.0,1.0,11.0
298,爵士,独行侠,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
299,热火,灰熊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,奇才,骑士,9.0,3.0,25.0,21.0,8.0,1.0,20.0,0.0,0.0,0.0,0.0,647.0,1.0,0.0,0.0,47.0,39.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,71.0,0.0,1.0,0.0
301,掘金,马刺,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,17.0,293.0,0.0,1.0,1.0,3.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,7.0,0.0,0.0,0.0
302,76人,魔术,34.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,3.0,6.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
303,黄蜂,奇才,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,7.0
304,湖人,独行侠,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,409.0,0.0,0.0,0.0,113.0,16.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0
305,凯尔特人,活塞,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,78.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
