,win,loss,76人,公牛,凯尔特人,勇士,国王,太阳,奇才,尼克斯,开拓者,快船,掘金,无主队,森林狼,步行者,活塞,湖人,火箭,灰熊,热火,爵士,独行侠,猛龙,篮网,老鹰,雄鹿,雷霆,马刺,骑士,魔术,鹈鹕,黄蜂
977,骑士,凯尔特人,6.0,5.0,45.0,21.0,1.0,1.0,2.0,5.0,2.0,4.0,0.0,698.0,6.0,2.0,2.0,53.0,40.0,0.0,24.0,0.0,8.0,0.0,2.0,0.0,3.0,16.0,28.0,110.0,1.0,2.0,1.0
978,开拓者,魔术,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,68.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0
979,骑士,黄蜂,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,368.0,3.0,0.0,1.0,25.0,14.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,78.0,0.0,0.0,0.0
980,活塞,热火,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,2.0,28.0,1.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
981,马刺,小牛,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,4.0,43.0,5.0,0.0,0.0,1.0
982,雷霆,公牛,6.0,3.0,2.0,7.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,236.0,1.0,0.0,0.0,9.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,11.0,5.0,0.0,0.0,14.0
983,步行者,灰熊,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
984,老鹰,国王,1.0,1.0,3.0,12.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,85.0,1.0,0.0,0.0,9.0,14.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,2.0
985,森林狼,马刺,1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,167.0,11.0,0.0,0.0,3.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,44.0,1.0,0.0,2.0,0.0
986,雄鹿,活塞,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,71.0,0.0,0.0,20.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
987,尼克斯,爵士,2.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,63.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0
988,猛龙,火箭,1.0,2.0,4.0,18.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,457.0,1.0,0.0,1.0,11.0,191.0,0.0,3.0,1.0,9.0,13.0,0.0,0.0,1.0,7.0,6.0,15.0,0.0,0.0,1.0
989,鹈鹕,老鹰,1.0,2.0,18.0,7.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,305.0,0.0,0.0,0.0,8.0,12.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,12.0,13.0,0.0,26.0,3.0
990,雄鹿,灰熊,0.0,1.0,0.0,5.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,142.0,0.0,0.0,1.0,2.0,12.0,6.0,0.0,8.0,2.0,1.0,0.0,0.0,9.0,1.0,2.0,36.0,0.0,0.0,0.0
991,森林狼,爵士,1.0,14.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,355.0,81.0,0.0,0.0,12.0,10.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
992,76人,快船,56.0,2.0,11.0,55.0,0.0,1.0,0.0,7.0,4.0,17.0,1.0,777.0,0.0,1.0,1.0,45.0,82.0,1.0,11.0,3.0,21.0,2.0,2.0,0.0,0.0,13.0,30.0,32.0,1.0,0.0,1.0
993,勇士,魔术,0.0,3.0,2.0,54.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,318.0,1.0,0.0,0.0,12.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0
994,快船,小牛,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,119.0,0.0,0.0,5.0,3.0,14.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
995,骑士,尼克斯,4.0,10.0,22.0,36.0,1.0,2.0,0.0,8.0,0.0,3.0,0.0,1173.0,2.0,2.0,0.0,42.0,79.0,0.0,38.0,0.0,5.0,0.0,2.0,1.0,1.0,12.0,36.0,283.0,0.0,1.0,0.0
996,湖人,太阳,2.0,0.0,7.0,5.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,384.0,0.0,0.0,1.0,115.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,7.0,1.0,0.0,0.0,0.0
997,开拓者,掘金,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,78.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
998,奇才,国王,0.0,0.0,1.0,4.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
999,凯尔特人,猛龙,2.0,3.0,181.0,30.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,418.0,8.0,1.0,0.0,13.0,17.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,11.0,28.0,19.0,0.0,2.0,0.0
1000,马刺,快船,2.0,3.0,3.0,6.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,421.0,0.0,0.0,1.0,8.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,137.0,11.0,0.0,0.0,0.0
1001,火箭,步行者,1.0,5.0,6.0,36.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,424.0,1.0,4.0,0.0,13.0,161.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0
1002,奇才,湖人,7.0,1.0,55.0,13.0,0.0,13.0,24.0,7.0,1.0,2.0,0.0,569.0,5.0,0.0,1.0,162.0,12.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,0.0,1.0,3.0
1003,雷霆,小牛,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,435.0,0.0,6.0,0.0,25.0,43.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,60.0,9.0,41.0,0.0,0.0,0.0
1004,勇士,胜76人,3.0,0.0,6.0,109.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,528.0,0.0,0.0,0.0,6.0,13.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0
1005,凯尔特人,老鹰,12.0,2.0,173.0,35.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,639.0,1.0,0.0,1.0,54.0,22.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,19.0,22.0,1.0,0.0,1.0
1006,掘金,魔术,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0
1007,爵士,篮网,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0
1008,马刺,公牛,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,130.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0
1009,雄鹿,凯尔特人,3.0,1.0,36.0,25.0,0.0,2.0,1.0,12.0,3.0,4.0,0.0,484.0,5.0,0.0,0.0,31.0,29.0,5.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,11.0,95.0,1.0,0.0,1.0
1010,国王,雷霆,3.0,5.0,9.0,40.0,8.0,7.0,1.0,44.0,0.0,8.0,0.0,1036.0,9.0,2.0,0.0,81.0,186.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,1.0,31.0,20.0,12.0,0.0,0.0,0.0
1011,尼克斯,国王,8.0,0.0,0.0,9.0,0.0,1.0,0.0,52.0,0.0,1.0,0.0,129.0,2.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,5.0
1012,火箭,骑士,2.0,13.0,29.0,88.0,0.0,2.0,2.0,2.0,2.0,8.0,0.0,1303.0,2.0,2.0,2.0,75.0,231.0,3.0,9.0,1.0,3.0,0.0,2.0,1.0,0.0,9.0,39.0,106.0,0.0,0.0,1.0
1013,雷霆,快船,4.0,2.0,13.0,10.0,0.0,1.0,0.0,11.0,1.0,20.0,1.0,922.0,3.0,9.0,0.0,58.0,84.0,1.0,3.0,8.0,8.0,0.0,1.0,0.0,2.0,76.0,6.0,44.0,0.0,1.0,1.0
1014,雄鹿,湖人,10.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,673.0,4.0,0.0,0.0,155.0,20.0,0.0,6.0,0.0,3.0,0.0,2.0,3.0,4.0,1.0,6.0,117.0,0.0,0.0,0.0
1015,火箭,灰熊,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,2.0,145.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,0.0,0.0,0.0
1016,凯尔特人,黄蜂,3.0,2.0,209.0,29.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,471.0,3.0,1.0,1.0,18.0,24.0,0.0,13.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,10.0,23.0,0.0,1.0,2.0
1017,热火,爵士,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,5.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0
1018,奇才,老鹰,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,雄鹿,马刺,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,0.0,0.0,4.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,61.0,11.0,0.0,1.0,1.0
1020,步行者,公牛,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,82.0,0.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
1021,魔术,太阳,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,1.0
1022,活塞,老鹰,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,58.0,2.0,0.0,18.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0
1023,魔术,篮网,5.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,365.0,1.0,1.0,0.0,47.0,9.0,0.0,8.0,2.0,1.0,1.0,13.0,0.0,0.0,17.0,14.0,12.0,11.0,0.0,0.0
1024,国王,76人,26.0,3.0,8.0,14.0,6.0,2.0,1.0,1.0,2.0,4.0,0.0,351.0,7.0,0.0,0.0,20.0,30.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,29.0,11.0,1.0,0.0,1.0
1025,凯尔特人,湖人,13.0,5.0,252.0,35.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,1295.0,7.0,1.0,1.0,228.0,12.0,0.0,2.0,3.0,6.0,0.0,3.0,0.0,1.0,13.0,16.0,29.0,0.0,1.0,1.0
1026,湖人,快船,5.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,286.0,0.0,0.0,0.0,81.0,9.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
1027,猛龙,鹈鹕,7.0,2.0,5.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,229.0,1.0,0.0,0.0,13.0,12.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,12.0,7.0,1.0,5.0,0.0
1028,尼克斯,黄蜂,4.0,0.0,4.0,24.0,0.0,2.0,0.0,20.0,1.0,3.0,0.0,217.0,0.0,1.0,0.0,6.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,8.0,0.0,0.0,1.0
1029,勇士,森林狼,1.0,5.0,6.0,115.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,652.0,2.0,0.0,2.0,28.0,11.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,20.0,0.0,0.0,1.0
1030,活塞,步行者,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,2.0,25.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1031,热火,太阳,1.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
1032,小牛,奇才,2.0,1.0,3.0,10.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,170.0,0.0,3.0,0.0,7.0,15.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
1033,魔术,尼克斯,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0
1034,灰熊,开拓者,1.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,153.0,0.0,0.0,0.0,3.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0
1035,76人,爵士,27.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,289.0,1.0,5.0,1.0,17.0,21.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,21.0,7.0,30.0,0.0,0.0,11.0
1036,鹈鹕,步行者,0.0,6.0,6.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,390.0,1.0,0.0,0.0,10.0,23.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,17.0,14.0,13.0,0.0,7.0,1.0
1037,掘金,篮网,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,63.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
1038,骑士,雄鹿,5.0,13.0,19.0,91.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,943.0,3.0,3.0,1.0,51.0,61.0,1.0,6.0,2.0,15.0,0.0,2.0,0.0,0.0,7.0,14.0,168.0,0.0,1.0,0.0
1039,湖人,灰熊,5.0,0.0,5.0,28.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,539.0,3.0,0.0,3.0,238.0,27.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,1.0
1040,猛龙,公牛,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
1041,勇士,热火,2.0,2.0,4.0,74.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,415.0,0.0,1.0,0.0,34.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0
1042,篮网,太阳,1.0,0.0,5.0,18.0,0.0,5.0,0.0,1.0,2.0,1.0,2.0,235.0,0.0,8.0,0.0,54.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,20.0,3.0,2.0,0.0,0.0,0.0
1043,老鹰,骑士,9.0,13.0,37.0,90.0,2.0,9.0,1.0,5.0,6.0,3.0,0.0,1085.0,5.0,2.0,2.0,60.0,37.0,1.0,14.0,0.0,7.0,2.0,0.0,1.0,1.0,4.0,29.0,68.0,1.0,0.0,1.0
1044,开拓者,雷霆,20.0,7.0,18.0,35.0,1.0,0.0,1.0,19.0,14.0,3.0,2.0,1030.0,4.0,4.0,0.0,77.0,98.0,2.0,4.0,0.0,5.0,0.0,1.0,0.0,2.0,42.0,33.0,10.0,0.0,0.0,0.0
1045,森林狼,黄蜂,0.0,2.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,166.0,35.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,5.0
1046,奇才,猛龙,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
1047,火箭,爵士,1.0,5.0,20.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,486.0,7.0,1.0,0.0,24.0,201.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,14.0,14.0,0.0,0.0,2.0
1048,尼克斯,步行者,1.0,1.0,3.0,12.0,0.0,1.0,0.0,16.0,1.0,2.0,1.0,168.0,1.0,3.0,0.0,9.0,28.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,11.0,12.0,12.0,0.0,0.0,2.0
1049,热火,快船,1.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,183.0,1.0,0.0,1.0,7.0,29.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
1050,勇士,掘金,1.0,0.0,7.0,86.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,340.0,3.0,0.0,0.0,27.0,16.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0
1051,马刺,太阳,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4.0,0.0
1052,凯尔特人,魔术,1.0,0.0,127.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,310.0,0.0,0.0,0.0,15.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0
1053,湖人,篮网,2.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,540.0,2.0,0.0,0.0,226.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,7.0,6.0,0.0,0.0,2.0
1054,鹈鹕,公牛,1.0,0.0,15.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,191.0,1.0,0.0,0.0,22.0,16.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,1.0
1055,灰熊,快船,1.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,28.0,9.0,229.0,0.0,0.0,0.0,7.0,57.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
1056,活塞,国王,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,62.0,0.0,0.0,16.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
1057,森林狼,小牛,0.0,0.0,2.0,3.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,111.0,34.0,0.0,0.0,6.0,9.0,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1058,凯尔特人,雷霆,2.0,4.0,146.0,79.0,0.0,3.0,0.0,15.0,1.0,27.0,1.0,875.0,5.0,4.0,1.0,70.0,43.0,0.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,18.0,26.0,27.0,1.0,0.0,0.0
1059,骑士,奇才,7.0,6.0,23.0,31.0,2.0,2.0,6.0,6.0,3.0,8.0,0.0,1138.0,3.0,2.0,1.0,67.0,52.0,0.0,47.0,1.0,7.0,0.0,2.0,0.0,18.0,39.0,26.0,206.0,1.0,1.0,2.0
1060,火箭,老鹰,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,159.0,0.0,0.0,0.0,3.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1061,掘金,热火,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,41.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1062,马刺,黄蜂,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,182.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,4.0,0.0,1.0,6.0
1063,鹈鹕,小牛,0.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,152.0,1.0,0.0,0.0,5.0,19.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,27.0,8.0,11.0,0.0,2.0,0.0
1064,爵士,湖人,5.0,5.0,7.0,5.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,253.0,8.0,0.0,0.0,86.0,9.0,0.0,1.0,17.0,2.0,0.0,1.0,0.0,0.0,9.0,7.0,5.0,0.0,0.0,0.0
1065,76人,步行者,24.0,6.0,23.0,14.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,376.0,6.0,43.0,1.0,10.0,20.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,10.0,7.0,0.0,0.0,1.0
1066,公牛,魔术,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,61.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0
1067,活塞,雄鹿,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,2.0,0.0,13.0,17.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0
1068,勇士,马刺,3.0,2.0,3.0,74.0,1.0,2.0,0.0,8.0,8.0,1.0,0.0,590.0,0.0,0.0,1.0,43.0,19.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,31.0,12.0,1.0,2.0,1.0
1069,猛龙,爵士,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
1070,尼克斯,太阳,1.0,0.0,3.0,3.0,0.0,32.0,0.0,5.0,0.0,9.0,0.0,113.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,17.0,0.0,0.0,0.0
1071,黄蜂,雄鹿,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,8.0,2.0,0.0,5.0,16.0
1072,森林狼,鹈鹕,2.0,4.0,11.0,24.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,322.0,36.0,1.0,0.0,13.0,33.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,5.0,21.0,11.0,1.0,4.0,0.0
1073,76人,老鹰,67.0,7.0,21.0,16.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,364.0,7.0,6.0,0.0,16.0,29.0,0.0,13.0,0.0,6.0,0.0,1.0,0.0,1.0,12.0,14.0,6.0,1.0,0.0,0.0
1074,活塞,森林狼,2.0,7.0,9.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,244.0,39.0,1.0,15.0,29.0,17.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,25.0,6.0,1.0,0.0,1.0
1075,爵士,开拓者,20.0,1.0,6.0,15.0,1.0,4.0,0.0,0.0,4.0,3.0,0.0,326.0,69.0,4.0,0.0,21.0,31.0,2.0,2.0,9.0,21.0,0.0,1.0,0.0,1.0,2.0,13.0,5.0,8.0,0.0,4.0
1076,火箭,尼克斯,1.0,1.0,1.0,8.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,268.0,4.0,0.0,0.0,13.0,129.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,6.0,23.0,1.0,2.0,2.0
1077,魔术,灰熊,3.0,1.0,21.0,9.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,221.0,2.0,0.0,1.0,16.0,24.0,4.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,3.0,15.0,17.0,8.0,0.0,0.0
1078,热火,公牛,4.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0
